# codigo eBird|nombre cientifico|nombre comun (en ingles, el que usa el motor)
# Generado desde tector-hub-app/catalogo.js con el mismo contenido que el
# selector de la app. Lo usa el servidor para saber que especie sugirio la
# persona en un reporte: la app manda el codigo, y aca hace falta el nombre.
andeme1|Uranomitra franciae|Andean Emerald
andfla2|Phoenicoparrus andinus|Andean Flamingo
andfli1|Colaptes rupicola|Andean Flicker
andgoo1|Oressochen melanopterus|Andean Goose
andgua1|Penelope montagnii|Andean Guan
andgul1|Chroicocephalus serranus|Andean Gull
andhil3|Oreotrochilus estella|Andean Hillstar
andlap1|Vanellus resplendens|Andean Lapwing
higmot1|Momotus aequatorialis|Andean Motmot
andpar1|Bolborhynchus orbygnesius|Andean Parakeet
anpowl1|Glaucidium jardinii|Andean Pygmy-Owl
andsis1|Spinus spinescens|Andean Siskin
slathr2|Turdus nigriceps|Andean Slaty Thrush
andsol1|Myadestes ralloides|Andean Solitaire
andswi1|Aeronautes andecolus|Andean Swift
spetea3|Anas andium|Andean Teal
andtin1|Nothoprocta pentlandii|Andean Tinamou
antspi1|Leptasthenura andicola|Andean Tit-Spinetail
angswa1|Hirundo angolensis|Angola Swallow
anhing|Anhinga anhinga|Anhinga
aniani|Magumma parva|Anianiau
annhum|Calypte anna|Anna's Hummingbird
ansgre1|Eurillas ansorgei|Ansorge's Greenbul
antter1|Sterna vittata|Antarctic Tern
antnig|Chordeiles gundlachii|Antillean Nighthawk
anpswi|Tachornis phoenicobia|Antillean Palm-Swift
anbtyr1|Phylloscartes lanyoni|Antioquia Bristle-Tyrant
antwre2|Thryophilus sernai|Antioquia Wren
apapan|Himatione sanguinea|Apapane
apifly1|Myiarchus apicalis|Apical Flycatcher
aplfal|Falco femoralis|Aplomado Falcon
apowre1|Cistothorus apolinari|Apolinar's Wren
apostl1|Struthidea cinerea|Apostlebird
apuspi1|Synallaxis courseni|Apurimac Spinetail
aquwar1|Acrocephalus paludicola|Aquatic Warbler
arasco1|Otus pamelae|Arabian Scops-Owl
arafan1|Rhipidura dryas|Arafura Fantail
rufsht2|Colluricincla megarhyncha|Arafura Shrikethrush
araman1|Antilophia bokermanni|Araripe Manakin
artspi1|Leptasthenura setaria|Araucaria Tit-Spinetail
arcnew1|Newtonia archboldi|Archbold's Newtonia
arrcha1|Cossypha archeri|Archer's Robin-Chat
arcloo|Gavia arctica|Arctic Loon
arcter|Sterna paradisaea|Arctic Tern
arcwar1|Phylloscopus borealis|Arctic Warbler
ariwoo|Dryobates arizonae|Arizona Woodpecker
whbcha2|Myrmecocichla arnotti|Arnot's Chat
armbab1|Turdoides jardineii|Arrow-marked Babbler
asbant1|Myrmoborus lugubris|Ash-breasted Antbird
absfin1|Geospizopsis plebejus|Ash-breasted Sierra Finch
abttyr1|Anairetes alpinus|Ash-breasted Tit-Tyrant
asbspi1|Cranioleuca curtata|Ash-browed Spinetail
asccuc1|Coccycua cinerea|Ash-colored Cuckoo
asctap1|Myornis senilis|Ash-colored Tapaculo
astant1|Herpsilochmus parkeri|Ash-throated Antwren
astcra1|Mustelirallus albicollis|Ash-throated Crake
astfly|Myiarchus cinerascens|Ash-throated Flycatcher
astgna1|Conopophaga peruviana|Ash-throated Gnateater
aswant1|Euchrepomis spodioptila|Ash-winged Antwren
ashbul1|Hemixos flavala|Ashy Bulbul
ashcis1|Cisticola cinereolus|Ashy Cisticola
ashdro1|Dicrurus leucophaeus|Ashy Drongo
ashfly1|Fraseria caerulescens|Ashy Flycatcher
ashmin1|Pericrocotus divaricatus|Ashy Minivet
ashpri1|Prinia socialis|Ashy Prinia
gyhrob1|Heteromyias albispecularis|Ashy Robin
ashsta2|Lamprotornis unicolor|Ashy Starling
ashtai1|Orthotomus ruficeps|Ashy Tailorbird
ashtit2|Melaniparus cinerascens|Ashy Tit
ashwoo1|Mulleripicus fulvus|Ashy Woodpecker
ashwoo2|Artamus fuscus|Ashy Woodswallow
asbwhe1|Zosterops citrinella|Ashy-bellied White-eye
ascspl1|Eremopterix griseus|Ashy-crowned Sparrow-Lark
pomgrp5|Treron phayrei|Ashy-headed Green-Pigeon
ashgre1|Hylophilus pectoralis|Ashy-headed Greenlet
ashtyr1|Phyllomyias cinereiceps|Ashy-headed Tyrannulet
atbtan1|Chlorospingus canigularis|Ashy-throated Chlorospingus
astwar2|Phylloscopus maculipennis|Ashy-throated Warbler
asbowl1|Glaucidium cuculoides|Asian Barred Owlet
asbfly|Muscicapa dauurica|Asian Brown Flycatcher
asidow1|Limnodromus semipalmatus|Asian Dowitcher
asecuc1|Chrysococcyx maculatus|Asian Emerald Cuckoo
emedov2|Chalcophaps indica|Asian Emerald Dove
asgsta1|Aplonis panayensis|Asian Glossy Starling
asgwea2|Ploceus hypoxanthus|Asian Golden Weaver
ashmar1|Delichon dasypus|Asian House-Martin
asikoe2|Eudynamys scolopaceus|Asian Koel
asiope1|Anastomus oscitans|Asian Openbill
aspswi1|Cypsiurus balasiensis|Asian Palm-Swift
lstlar2|Alaudala cheleensis|Asian Short-toed Lark
asistu1|Urosphena squameiceps|Asian Stubtail
asslau1|Trochalopteron chrysopterum|Assam Laughingthrush
atlpuf|Fratercula arctica|Atlantic Puffin
audgul1|Ichthyaetus audouinii|Audouin's Gull
audori|Icterus graduacauda|Audubon's Oriole
augbuz2|Buteo augur|Augur Buzzard
ausbla1|Curaeus curaeus|Austral Blackbird
auscan1|Asthenes anthoides|Austral Canastero
auspar1|Enicognathus ferrugineus|Austral Parakeet
aupowl1|Glaucidium nana|Austral Pygmy-Owl
ausrai1|Rallus antarcticus|Austral Rail
austhr1|Turdus falcklandii|Austral Thrush
darter4|Anhinga novaehollandiae|Australasian Darter
ausfig1|Sphecotheres vieilloti|Australasian Figbird
ausgre1|Tachybaptus novaehollandiae|Australasian Grebe
auspip3|Anthus novaeseelandiae|Australasian Pipit
purswa6|Porphyrio melanotus|Australasian Swamphen
ausbrt1|Alectura lathami|Australian Brushturkey
ausibi1|Threskiornis molucca|Australian Ibis
aukpar1|Alisterus scapularis|Australian King-Parrot
soulog1|Orthonyx temminckii|Australian Logrunner
ausmag2|Gymnorhina tibicen|Australian Magpie
aumowl1|Tyto novaehollandiae|Australian Masked-Owl
auonig1|Aegotheles cristatus|Australian Owlet-nightjar
auspel1|Pelecanus conspicillatus|Australian Pelican
ausrav1|Corvus coronoides|Australian Raven
aurwar1|Acrocephalus australis|Australian Reed Warbler
polpar1|Barnardius zonarius|Australian Ringneck
ausshe1|Tadorna tadornoides|Australian Shelduck
ayweye3|Zosterops luteus|Australian Yellow White-eye
azaspi1|Synallaxis azarae|Azara's Spinetail
kinrai2|Rallus tenuirostris|Aztec Rail
azugal1|Porphyrio flavirostris|Azure Gallinule
azujay1|Cyanocorax caeruleus|Azure Jay
azukin1|Ceyx azureus|Azure Kingfisher
azutit2|Cyanistes cyanus|Azure Tit
azbpit1|Pitta steerii|Azure-breasted Pitta
azchum1|Saucerottia cyanocephala|Azure-crowned Hummingbird
azhjay1|Cyanolyca cucullata|Azure-hooded Jay
azrtan1|Poecilostreptus cabanisi|Azure-rumped Tanager
azstan1|Thraupis cyanoptera|Azure-shouldered Tanager
azwmag2|Cyanopica cyanus|Azure-winged Magpie
bacspa|Peucaea aestivalis|Bachman's Sparrow
bagwea1|Ploceus baglafecht|Baglafecht Weaver
bahmoc|Mimus gundlachii|Bahama Mockingbird
bahyel1|Geothlypis rostrata|Bahama Yellowthroat
bahant1|Herpsilochmus pileatus|Bahia Antwren
bahspi1|Synallaxis cinerea|Bahia Spinetail
spobuw1|Locustella davidi|Baikal Bush Warbler
baicra1|Zapornia pusilla|Baillon's Crake
baifly1|Myiodynastes bairdii|Baird's Flycatcher
baisan|Calidris bairdii|Baird's Sandpiper
baispa|Centronyx bairdii|Baird's Sparrow
baitro1|Trogon bairdii|Baird's Trogon
baleag|Haliaeetus leucocephalus|Bald Eagle
balica1|Dicrurus balicassius|Balicassiao
basowl|Megascops seductus|Balsas Screech-Owl
balori|Icterus galbula|Baltimore Oriole
bamant1|Cymbilaimus sanctaemariae|Bamboo Antshrike
bamwoo1|Gecinulus viridis|Bamboo Woodpecker
banant1|Cercomacra ferdinandi|Bananal Antbird
banana|Coereba flaveola|Bananaquit
babwre1|Campylorhynchus zonatus|Band-backed Wren
babcra1|Zapornia paykullii|Band-bellied Crake
babowl1|Pulsatrix melanota|Band-bellied Owl
barpet|Hydrobates castro|Band-rumped Storm-Petrel
barswi|Chaetura spinicaudus|Band-rumped Swift
batant1|Hypocnemoides maculicauda|Band-tailed Antbird
batant3|Myrmotherula urosticta|Band-tailed Antwren
batbar1|Threnetes ruckeri|Band-tailed Barbthroat
batoro1|Cacicus latirostris|Band-tailed Cacique
batear1|Ochetorhynchus phoenicurus|Band-tailed Earthcreeper
batfru1|Pipreola intermedia|Band-tailed Fruiteater
batgua1|Penelope argyrotis|Band-tailed Guan
batman1|Pipra fasciicauda|Band-tailed Manakin
batnig1|Nyctiprogne leucopyga|Band-tailed Nighthawk
batpig1|Patagioenas fasciata|Band-tailed Pigeon
batsee1|Catamenia analis|Band-tailed Seedeater
btsfin1|Rhopospina alaudina|Band-tailed Sierra Finch
bawnig1|Systellura longirostris|Band-winged Nightjar
banant2|Dichrozona cincta|Banded Antbird
babcuc2|Cacomantis sonneratii|Banded Bay Cuckoo
banbro1|Eurylaimus javanicus|Banded Broadbill
bankin1|Lacedo pulchella|Banded Kingfisher
banlap1|Vanellus tricolor|Banded Lapwing
banwar2|Curruca boehmi|Banded Parisoma
banpri1|Prinia bairdii|Banded Prinia
banqua1|Philortyx fasciatus|Banded Quail
banwoo2|Chrysophlegma miniaceum|Banded Woodpecker
banwre1|Thryophilus pleurostictus|Banded Wren
banmyn1|Acridotheres ginginianus|Bank Myna
banswa|Riparia riparia|Bank Swallow
babpar1|Arborophila brunneopectus|Bar-backed Partridge
babcus1|Coracina striata|Bar-bellied Cuckooshrike
babpit1|Hydrornis elliotii|Bar-bellied Pitta
babwoo1|Hylexetastes stresemanni|Bar-bellied Woodcreeper
babwoo2|Dryobates nigriceps|Bar-bellied Woodpecker
babpic1|Picumnus aurifrons|Bar-breasted Piculet
bacant2|Thamnophilus multistriatus|Bar-crested Antshrike
bahgoo|Anser indicus|Bar-headed Goose
basdov1|Geopelia humeralis|Bar-shouldered Dove
batgod|Limosa lapponica|Bar-tailed Godwit
batlar1|Ammomanes cinctura|Bar-tailed Lark
battre1|Certhia himalayana|Bar-tailed Treecreeper
battro1|Apaloderma vittatum|Bar-tailed Trogon
batapa2|Apalis thoracica|Bar-throated Apalis
bwfshr1|Hemipus picatus|Bar-winged Flycatcher-shrike
bawpri1|Prinia familiaris|Bar-winged Prinia
bwwwre1|Henicorhina leucoptera|Bar-winged Wood-Wren
bwwbab1|Spelaeornis troglodytoides|Bar-winged Wren-Babbler
barpar2|Alectoris barbara|Barbary Partridge
bacant1|Gymnocichla nudiceps|Bare-crowned Antbird
baeant1|Rhegmatorhina gymnops|Bare-eyed Antbird
baepig2|Patagioenas corensis|Bare-eyed Pigeon
bafcur1|Crax fasciolata|Bare-faced Curassow
bafibi1|Phimosus infuscatus|Bare-faced Ibis
bssowl|Megascops clarkii|Bare-shanked Screech-Owl
batbel1|Procnias nudicollis|Bare-throated Bellbird
btther1|Tigrisoma mexicanum|Bare-throated Tiger-Heron
batwhi1|Pachycephala nudigula|Bare-throated Whistler
barowl1|Ninox connivens|Barking Owl
brnowl|Tyto alba|Barn Owl
barswa|Hirundo rustica|Barn Swallow
bargoo|Branta leucopsis|Barnacle Goose
afswar1|Bradypterus barratti|Barratt's Warbler
barant1|Thamnophilus doliatus|Barred Antshrike
barant2|Chamaeza mollissima|Barred Antthrush
barbec1|Pachyramphus versicolor|Barred Becard
barbut1|Turnix suscitator|Barred Buttonquail
bacdov1|Macropygia unchall|Barred Cuckoo-Dove
yeecus1|Coracina lineata|Barred Cuckooshrike
baeowl1|Bubo sumatranus|Barred Eagle-Owl
baffal1|Micrastur ruficollis|Barred Forest-Falcon
barfru1|Pipreola arcuata|Barred Fruiteater
barhaw1|Morphnarchus princeps|Barred Hawk
bltcuc1|Cercococcyx montanus|Barred Long-tailed Cuckoo
brdowl|Strix varia|Barred Owl
barpar1|Bolborhynchus lineola|Barred Parakeet
barpuf1|Nystalus radiatus|Barred Puffbird
barrai1|Gallirallus torquatus|Barred Rail
barwar1|Curruca nisoria|Barred Warbler
bawwar1|Calamonastes fasciolatus|Barred Wren-Warbler
bargol|Bucephala islandica|Barrow's Goldeneye
bartin2|Crypturellus bartletti|Bartlett's Tinamou
barwar2|Acrocephalus griseldis|Basra Reed Warbler
oltthr1|Zoothera lunulata|Bassian Thrush
batfal1|Falco rufigularis|Bat Falcon
bathaw1|Macheiramphus alcinus|Bat Hawk
bayant1|Grallaria capitalis|Bay Antpitta
baycou1|Centropus celebensis|Bay Coucal
baywoo1|Blythipicus pyrrhotis|Bay Woodpecker
baywre1|Cantorchilus nigricapillus|Bay Wren
babshr1|Lanius vittatus|Bay-backed Shrike
babwar|Setophaga castanea|Bay-breasted Warbler
bcwspi1|Spartonoica maluroides|Bay-capped Wren-Spinetail
bahtan1|Tangara gyrola|Bay-headed Tanager
bartyr1|Phylloscartes sylviolus|Bay-ringed Tyrannulet
baywea1|Ploceus philippinus|Baya Weaver
beathk1|Esacus magnirostris|Beach Thick-knee
beabel1|Procnias averano|Bearded Bellbird
beagua1|Penelope barbata|Bearded Guan
bearee1|Panurus biarmicus|Bearded Reedling
besrob1|Cercotrichas quadrivirgata|Bearded Scrub-Robin
beatac1|Polystictus pectoralis|Bearded Tachuri
bewpar1|Dendrortyx barbatus|Bearded Wood-Partridge
beawoo1|Chloropicus namaquus|Bearded Woodpecker
beafir1|Stagonopleura bella|Beautiful Firetail
beajay1|Cyanolyca pulchra|Beautiful Jay
beasib1|Heterophasia pulchella|Beautiful Sibia
beasun2|Cinnyris pulchellus|Beautiful Sunbird
beehum1|Mellisuga helenae|Bee Hummingbird
beibab1|Rhopophilus pekinensis|Beijing Babbler
belgul|Larus belcheri|Belcher's Gull
belyel1|Geothlypis beldingi|Belding's Yellowthroat
belmel1|Melidectes belfordi|Belford's Melidectes
belmin1|Manorina melanophrys|Bell Miner
belspa2|Artemisiospiza belli|Bell's Sparrow
belvir|Vireo bellii|Bell's Vireo
belfly1|Xenotriccus callizonus|Belted Flycatcher
belkin1|Megaceryle alcyon|Belted Kingfisher
benthr|Toxostoma bendirei|Bendire's Thrasher
benbus1|Mirafra assamica|Bengal Bushlark
berpip1|Anthus berthelotii|Berthelot's Pipit
berant1|Drymophila rubricollis|Bertoni's Antbird
bestan1|Tangara nigroviridis|Beryl-spangled Tanager
berhum|Saucerottia beryllina|Berylline Hummingbird
besra1|Accipiter virgatus|Besra
bewwre|Thryomanes bewickii|Bewick's Wren
bhulau1|Trochalopteron imbricatum|Bhutan Laughingthrush
biawar1|Phylloscopus valentini|Bianchi's Warbler
bicthr|Catharus bicknelli|Bicknell's Thrush
bicant2|Gymnopithys bicolor|Bicolored Antbird
bicant3|Grallaria rufocinerea|Bicolored Antpitta
bicant4|Dysithamnus occidentalis|Bicolored Antvireo
biccon1|Conirostrum bicolor|Bicolored Conebill
bichaw1|Accipiter bicolor|Bicolored Hawk
bicwre1|Campylorhynchus griseus|Bicolored Wren
bisswi1|Streptoprocne biscutata|Biscutate Swift
blaant2|Cercomacroides serva|Black Antbird
blaant1|Thamnophilus nigriceps|Black Antshrike
blabaz1|Aviceda leuphotes|Black Baza
blabit1|Ixobrychus flavicollis|Black Bittern
blabul1|Hypsipetes leucocephalus|Black Bulbul
blabus1|Neoctantes niger|Black Bushbird
blabus3|Eupodotis afra|Black Bustard
blabut1|Cracticus quoyi|Black Butcherbird
blacar1|Daptrius ater|Black Caracara
blacat1|Melanoptila glabrirostris|Black Catbird
blacra1|Zapornia flavirostra|Black Crake
blacuc1|Cuculus clamosus|Black Cuckoo
blkcus1|Campephaga flava|Black Cuckooshrike
blacur1|Crax alector|Black Curassow
blacur2|Strepera fuliginosa|Black Currawong
bladro1|Dicrurus macrocercus|Black Drongo
blaeag1|Ictinaetus malaiensis|Black Eagle
blafan1|Rhipidura atra|Black Fantail
blkflo1|Diglossa humeralis|Black Flowerpiercer
blkfra|Francolinus francolinus|Black Francolin
blagos1|Accipiter melanoleucus|Black Goshawk
blagro1|Lyrurus tetrix|Black Grouse
blagua1|Chamaepetes unicolor|Black Guan
blkgui|Cepphus grylle|Black Guillemot
blheag1|Spizaetus tyrannus|Black Hawk-Eagle
blahon1|Sugomel nigrum|Black Honeyeater
blahor1|Anthracoceros malayanus|Black Hornbill
blkjac1|Florisuga fusca|Black Jacobin
blakit1|Milvus migrans|Black Kite
blamag1|Platysmurus leucopterus|Black Magpie
blaman1|Xenopipo atronitens|Black Manakin
blknod|Anous minutus|Black Noddy
blanun1|Monasa atra|Black Nunbird
blkoys|Haematopus bachmani|Black Oystercatcher
blkpho|Sayornis nigricans|Black Phoebe
blapit1|Melanorectes nigrescens|Black Pitohui
blkrai|Laterallus jamaicensis|Black Rail
blared1|Phoenicurus ochruros|Black Redstart
bkrfin|Leucosticte atrata|Black Rosy-Finch
blksaw1|Psalidoprocne pristoptera|Black Sawwing
blksco2|Melanitta americana|Black Scoter
blsrob1|Cercotrichas podobe|Black Scrub-Robin
blasha1|Copsychus cebuensis|Black Shama
blasic1|Epimachus fastosus|Black Sicklebill
blasis1|Spinus atratus|Black Siskin
blkski|Rynchops niger|Black Skimmer
blasol1|Entomodestes coracinus|Black Solitaire
blasto1|Ciconia nigra|Black Stork
blksun1|Leptocoma aspasia|Black Sunbird
blkswa|Cygnus atratus|Black Swan
blkswi|Cypseloides niger|Black Swift
blkter|Chlidonias niger|Black Tern
bltfan1|Rhipidura maculipectus|Black Thicket-Fantail
blarob1|Turdus infuscatus|Black Thrush
blktur|Arenaria melanocephala|Black Turnstone
blkvul|Coragyps atratus|Black Vulture
blawhe1|Oenanthe leucura|Black Wheatear
blawoo1|Dryocopus martius|Black Woodpecker
baceag2|Spizaetus isidori|Black-and-chestnut Eagle
bacori1|Oriolus cruentus|Black-and-crimson Oriole
bagcot1|Lipaugus ater|Black-and-gold Cotinga
bagtan2|Bangsia melanochlamys|Black-and-gold Tanager
barfly1|Ficedula nigrorufa|Black-and-orange Flycatcher
barbro1|Cymbirhynchus macrorhynchos|Black-and-red Broadbill
barwaf1|Poospiza nigrorufa|Black-and-rufous Warbling Finch
bawant1|Myrmochanes hemileucus|Black-and-white Antbird
bawbul2|Brachypodius melanoleucos|Black-and-white Bulbul
bawhae1|Spizaetus melanoleucus|Black-and-white Hawk-Eagle
bawowl1|Ciccaba nigrolineata|Black-and-white Owl
bawsee1|Sporophila luctuosa|Black-and-white Seedeater
bawfly1|Bias musicus|Black-and-white Shrike-flycatcher
bawtan1|Conothraupis speculigera|Black-and-white Tanager
bawtyr1|Poecilotriccus capitalis|Black-and-white Tody-Flycatcher
bawwar|Mniotilta varia|Black-and-white Warbler
bawhor2|Bycanistes subcylindricus|Black-and-white-casqued Hornbill
baybro1|Eurylaimus ochromalus|Black-and-yellow Broadbill
baygro1|Mycerobas icterioides|Black-and-yellow Grosbeak
baytan2|Chrysothlypis chrysomelas|Black-and-yellow Tanager
blbant1|Thamnophilus melanonotus|Black-backed Antshrike
bkbbit1|Ixobrychus dubius|Black-backed Bittern
bbbtan1|Urothraupis stolzmanni|Black-backed Bush Tanager
bkbkin1|Ceyx erithaca|Black-backed Dwarf-Kingfisher
blbgro2|Pheucticus aureoventris|Black-backed Grosbeak
blbori1|Icterus abeillei|Black-backed Oriole
blbpuf2|Dryoscopus cubla|Black-backed Puffback
blbsib1|Heterophasia melanoleuca|Black-backed Sibia
blbtan1|Stilpnia peruviana|Black-backed Tanager
bbwtyr1|Fluvicola albiventer|Black-backed Water-Tyrant
bkbwoo|Picoides arcticus|Black-backed Woodpecker
blbcra1|Anurolimnas fasciatus|Black-banded Crake
bkbowl1|Ciccaba huhula|Black-banded Owl
blbwoo1|Dendrocolaptes picumnus|Black-banded Woodcreeper
blbant2|Formicivora melanogaster|Black-bellied Antwren
bkbcus2|Edolisoma montanum|Black-bellied Cicadabird
blbcuc1|Piaya melanogaster|Black-bellied Cuckoo
blbgna1|Conopophaga melanogaster|Black-bellied Gnateater
bkbplo|Pluvialis squatarola|Black-bellied Plover
blbsan1|Pterocles orientalis|Black-bellied Sandgrouse
bbgsta1|Notopholia corusca|Black-bellied Starling
bkbsun1|Cinnyris nectarinioides|Black-bellied Sunbird
bkbtan1|Ramphocelus melanogaster|Black-bellied Tanager
bbwduc|Dendrocygna autumnalis|Black-bellied Whistling-Duck
blbwre1|Pheugopedius fasciatoventris|Black-bellied Wren
blbbar3|Lybius guifsobalito|Black-billed Barbet
bkbcuc|Coccyzus erythropthalmus|Black-billed Cuckoo
blbfly1|Aphanotriccus audax|Black-billed Flycatcher
bkbkoe1|Eudynamys melanorhynchus|Black-billed Koel
bkbmag1|Pica hudsonia|Black-billed Magpie
bbmtou1|Andigena nigrirostris|Black-billed Mountain-Toucan
bbnthr1|Catharus gracilirostris|Black-billed Nightingale-Thrush
blbpar1|Amazona agilis|Black-billed Parrot
blbpep1|Cyclarhis nigrirostris|Black-billed Peppershrike
blbscy1|Campylorhamphus falcularius|Black-billed Scythebill
bbsfin1|Sporophila atrirostris|Black-billed Seed-Finch
bkbsht1|Agriornis montanus|Black-billed Shrike-Tyrant
